;Unnamed: 0;year;countryName;regionName;NUTRITION_ANAEMIA_CHILDREN_PRE;CM_03;CHILDMORT5TO14;CM_01;CM_02;MDG_0000000001;MDG_0000000020;MDG_0000000007;WHS4_544;WHS4_100;WSH_SANITATION_BASIC;WHOSIS_000003;WHOSIS_000014;WHS8_110;WSH_WATER_BASIC;TB_e_inc_num;WHOSIS_000016;HEMOGLOBINLEVEL_CHILDREN_MEAN;HEMOGLOBINLEVEL_PREGNANT_MEAN;NCD_HYP_PREVALENCE_C;NCD_HYP_PREVALENCE_A;NUTRITION_ANAEMIA_NONPREGNANT__x;NCD_HYP_CONTROL_C;NCD_HYP_TREATMENT_A;NUTRITION_ANAEMIA_REPRODUCTIVE_x;NUTRITION_ANAEMIA_PREGNANT_NUM;NUTRITION_ANAEMIA_CHILDREN_NUM;CM_04;CHILDMORT10TO19;NCD_HYP_DIAGNOSIS_C;CHILDMORT_DEATHS_10TO14;HEMOGLOBINLEVEL_REPRODUCTIVEAG;CHILDMORT_MORTALITY_10TO14;NUTRITION_ANAEMIA_PREGNANT_PRE;HEMOGLOBINLEVEL_NONPREGNANT_ME;NUTRITION_ANAEMIA_NONPREGNANT__y;NCD_HYP_DIAGNOSIS_A;NCD_HYP_CONTROL_A;NUTRITION_ANAEMIA_REPRODUCTIVE_y;NCD_HYP_TREATMENT_C;POP;percent
3660;3660;2004;Cook Islands;Western Pacific;90.5;2.0;10.04067;10.0;8.0;38.08671;6.1;44.32463;99.0;99.0;93.82705;7.91129;8.68091;99.0;99.88789;1.0;5.24347;116.0;116.0;115.4;119.7;80.499;37.7;115.3;82.041;0.242;1.799;2.0;58.27147;139.6;2.0;127.0;1.62195;103.20000000000002;127.0;80.49899999999998;141.4;38.1;82.041;113.5;15113.0;0.5988222060477735
3661;3661;2001;Cook Islands;Western Pacific;90.3;3.0;11.35707;12.0;10.0;44.12491;13.0;51.43207;90.0;90.0;92.70027;9.20307;9.42938;83.0;99.86995;2.0;6.00996;116.0;116.0;113.2;117.6;81.415;34.099999999999994;111.3;83.27799999999999;0.272;1.862;2.0;62.55292;134.10000000000002;2.0;127.0;1.80974;104.3;127.0;81.415;135.8;34.4;83.27799999999999;109.7;15294.0;0.5904276186739897
3662;3662;2002;Cook Islands;Western Pacific;90.2;3.0;10.90348;12.0;10.0;42.08182;6.3;48.99707;97.0;97.0;93.07586;8.75401;9.14975;95.0;99.87593;1.0;5.74995;116.0;116.0;113.8;118.2;80.75;35.2;112.5;82.71799999999999;0.269;1.802;2.0;61.4086;135.8;2.0;127.0;1.74635;103.8;127.0;80.75;137.5;35.6;82.71799999999999;110.79999999999998;15028.0;0.6002129358530742
3663;3663;2003;Cook Islands;Western Pacific;90.4;3.0;10.469550000000002;10.0;8.0;40.08223;0.0;46.64065;95.0;96.0;93.45146;8.33189;8.90132;99.0;99.88191;0.0;5.49662;116.0;116.0;114.5;118.9;80.613;36.400000000000006;113.9;82.37899999999999;0.255;1.809;2.0;59.97709;137.6;2.0;127.0;1.68446;103.5;127.0;80.613;139.4;36.9;82.37899999999999;112.2;15077.0;0.5995887776082776
3664;3664;2005;Cook Islands;Western Pacific;90.4;2.0;9.61376;8.0;8.0;36.147;6.0;42.05763;99.0;99.0;94.20265;7.51005;8.44836;99.0;99.89387;1.0;4.99112;116.0;116.0;116.4;120.4;80.37400000000001;38.7;116.7;81.91300000000001;0.239;1.778;2.0;56.08870999999999;141.6;2.0;127.0;1.56032;102.6;127.0;80.37400000000001;143.4;39.3;81.91300000000001;114.9;15146.0;0.596857256041199
3665;3665;2006;Cook Islands;Western Pacific;90.2;2.0;9.19735;8.0;6.0;34.23436;6.0;39.83908;99.0;99.0;94.57824;7.10271;8.12952;99.0;99.89985;1.0;4.74734;116.0;116.0;118.2;121.2;80.34900000000002;40.0;117.8;81.676;0.227;1.727;0.0;54.03141;144.0;2.0;127.0;1.49937;102.3;127.0;80.34900000000002;145.5;40.4;81.676;116.3;15199.0;0.5934600960589512
3666;3666;2007;Cook Islands;Western Pacific;89.69999999999999;2.0;8.79426;8.0;6.0;32.38858;6.8;37.70208;99.0;99.0;94.95384;6.71819;7.77935;98.0;99.90583;1.0;4.513;116.0;116.0;120.20000000000002;122.1;80.291;41.0;119.0;81.705;0.225;1.669;0.0;52.48528;146.5;0.0;127.0;1.43901;101.7;127.0;80.291;147.5;41.3;81.705;117.9;15507.0;0.5784484426388082
3667;3667;2008;Cook Islands;Western Pacific;88.7;2.0;8.3987;8.0;6.0;30.64533;12.0;35.68981;99.0;99.0;95.32944;6.35035;7.42839;95.0;99.91181;2.0;4.28534;116.0;116.0;122.4;122.9;79.975;42.1;120.0;81.388;0.212;1.605;0.0;51.18760999999999;149.4;0.0;127.0;1.38166;101.2;127.0;79.975;149.60000000000002;42.1;81.388;119.8;16062.999999999998;0.5522007097055346
3668;3668;2009;Cook Islands;Western Pacific;87.6;2.0;8.03727;6.0;6.0;29.03741;12.0;33.84486;82.0;82.0;95.70503;6.02777;7.08376;78.0;99.91779;2.0;4.08169;116.0;116.0;124.6;123.7;79.40599999999999;43.1;120.9;80.72599999999998;0.21;1.519;0.0;50.09373;152.3;0.0;127.0;1.32895;100.5;127.0;79.40599999999999;151.7;42.8;80.72599999999998;121.6;16634.0;0.526632199110256
3669;3669;2010;Cook Islands;Western Pacific;86.5;2.0;7.72598;6.0;6.0;27.66155;0.0;32.27895;99.0;99.0;96.08063;5.72779;6.75115;99.0;99.92377;0.0;3.90883;116.0;116.0;127.0;124.6;79.333;44.1;121.8;80.641;0.208;1.456;0.0;48.88716;155.5;0.0;127.0;1.28219;99.9;127.0;79.333;153.9;43.5;80.641;123.7;17212.0;0.5025563560306763
3670;3670;2011;Cook Islands;Western Pacific;85.80000000000001;2.0;7.44097;6.0;6.0;26.44065;6.3;30.87092;93.0;93.0;96.45622;5.47503;6.45677;89.0;99.92975;1.0;3.7503;116.0;116.0;128.7;125.3;79.527;45.0;122.5;80.723;0.206;1.38;0.0;47.70685;158.2;0.0;127.0;1.23994;99.8;127.0;79.527;155.9;44.1;80.723;125.2;17769.0;0.482863413810569
3671;3671;2012;Cook Islands;Western Pacific;84.9;2.0;7.1884;6.0;6.0;25.32414;6.4;29.5967;98.0;98.0;96.83182;5.24443;6.18293;97.0;99.93573;1.0;3.60763;116.0;116.0;130.5;125.7;79.68799999999999;45.8;123.2;80.88199999999998;0.194;1.308;0.0;46.59658;161.0;0.0;127.0;1.20091;99.6;127.0;79.68799999999999;157.9;44.7;80.88199999999998;126.8;18000.0;0.4716666666666667
3672;3672;2013;Cook Islands;Western Pacific;83.9;2.0;6.962389999999999;6.0;6.0;24.32402;13.0;28.425;98.0;98.0;97.20741;5.03139;5.94145;97.0;99.94171;2.0;3.4792500000000004;116.0;116.0;132.4;126.3;79.95599999999999;46.7;123.6;81.138;0.182;1.261;0.0;45.42882;163.7;0.0;127.0;1.16716;99.29999999999998;127.0;79.956;159.89999999999998;45.3;81.138;128.3;17916.0;0.46829649475329316
3673;3673;2014;Cook Islands;Western Pacific;83.1;2.0;6.74207;6.0;6.0;23.38998;13.0;27.35476;99.0;99.0;97.58301;4.82452;5.73402;98.0;99.94769;2.0;3.35591;117.0;116.0;134.0;126.6;80.313;47.8;124.1;81.29299999999999;0.18;1.215;0.0;44.50957;166.39999999999998;0.0;127.0;1.13497;99.0;127.0;80.31299999999999;161.89999999999998;46.0;81.29299999999999;129.8;17816.0;0.4664346654692411
3674;3674;2015;Cook Islands;Western Pacific;82.4;1.0;6.53978;6.0;4.0;22.54032;0.0;26.36456;99.0;99.0;97.9586;4.64929;5.55181;99.0;99.95367;0.0;3.24355;117.0;116.0;135.70000000000002;126.9;80.795;48.7;124.3;81.96300000000001;0.168;1.1720000000000002;0.0;43.57781;169.0;0.0;127.0;1.10254;99.0;127.0;80.79499999999999;163.7;46.6;81.96300000000001;131.10000000000002;17695.0;0.46566826787228033
3675;3675;2016;Cook Islands;Western Pacific;82.0;1.0;6.35648;6.0;4.0;21.77308;13.0;25.48414;99.0;99.0;98.3342;4.46698;5.38403;90.0;99.95965;2.0;3.1421900000000003;117.0;116.0;137.0;127.29999999999998;81.708;49.8;124.7;82.875;0.167;1.13;0.0;42.77658;171.4;0.0;127.0;1.07369;99.0;127.0;81.70799999999998;165.4;47.400000000000006;82.875;132.2;17546.0;0.467342984155933
3676;3676;2017;Cook Islands;Western Pacific;81.5;1.0;6.16686;4.0;4.0;20.98979;0.0;24.56767;99.0;99.0;98.7098;4.30951;5.23592;98.0;99.96563;0.0;3.03743;117.0;116.0;138.3;127.6;82.312;50.8;124.8;83.277;0.165;1.109;0.0;41.74205;173.5;0.0;127.0;1.04669;98.7;127.0;82.31199999999998;167.0;48.0;83.277;133.2;17395.0;0.4685254383443518
3677;3677;2018;Cook Islands;Western Pacific;81.0;1.0;5.9895;4.0;4.0;20.25379;0.0;23.706;99.0;99.0;99.08539;4.16585;5.08846;99.0;99.97161;0.0;2.93984;117.0;116.0;139.7;127.9;82.914;52.1;125.0;83.77799999999999;0.154;1.0779999999999998;0.0;40.88417;175.8;0.0;127.0;1.01857;98.4;127.0;82.914;168.7;48.900000000000006;83.77799999999999;134.1;17253.0;0.4694835680751174
3678;3678;2019;Cook Islands;Western Pacific;80.9;1.0;5.82384;4.0;4.0;19.58274;13.0;22.90779;98.0;98.0;99.08539;4.02231;4.95588;99.0;99.97161;2.0;2.84931;117.0;116.0;141.0;128.3;83.939;53.5;125.1;84.691;0.152;1.051;0.0;40.01823;178.0;0.0;126.0;0.99403;98.4;127.0;83.939;170.2;49.9;84.691;135.3;17110.0;0.47282291057860903
3679;3679;2000;Cook Islands;Western Pacific;90.5;4.0;11.82032;14.0;12.0;46.21108;6.4;53.96661;92.0;92.0;92.32467;9.65617;9.69786;76.0;99.86398;1.0;6.2720400000000005;116.0;116.0;112.9;117.2;82.002;32.8;110.0;84.08899999999998;0.287;2.007;2.0;63.56257000000001;132.60000000000002;2.0;127.0;1.87239;104.7;127.0;82.00200000000001;134.0;33.1;84.08899999999998;108.6;15897.0;0.5692898031075045
